State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Production_N
West Bengal,JALPAIGURI,2011,RABI,Khesari,452,332,0.332
West Bengal,DINAJPUR UTTAR,2010,ANNUAL,Sugarcane,6,678,0.678
West Bengal,BIRBHUM,2010,KHARIF,Dry ginger,346,508,0.508
West Bengal,BANKURA,2012,KHARIF,Sunflower,326,617,0.617
West Bengal,MALDAH,2017,SUMMER,Maize,8630,6559,6.559
West Bengal,MALDAH,2010,ANNUAL,Sugarcane,2555,288747,288.747
West Bengal,DINAJPUR UTTAR,2019,RABI,Rapeseed &Mustard,47272,43912,43.912
West Bengal,HOWRAH,2017,WINTER,Rice,67380,151869,151.869
West Bengal,DINAJPUR UTTAR,2014,WINTER,Rice,181770,375550,375.55
West Bengal,NADIA,2012,RABI,Maize,490,1284,1.284
West Bengal,BARDHAMAN,2016,RABI,Moong(Green Gram),11,5,0.005
West Bengal,JALPAIGURI,2016,RABI,Moong(Green Gram),230,138,0.138
West Bengal,NADIA,2017,RABI,Linseed,564,280,0.28
West Bengal,DINAJPUR UTTAR,2019,KHARIF,Niger seed,76,32,0.032
West Bengal,BANKURA,2009,KHARIF,Urad,4,2,0.002
West Bengal,PURULIA,2011,RABI,Wheat,1785,3654,3.654
West Bengal,MALDAH,2018,KHARIF,Mesta,558,4368,4.368
West Bengal,PURULIA,2010,ANNUAL,Sesamum,684,268,0.268
West Bengal,MEDINIPUR WEST,2012,KHARIF,Urad,117,35,0.035
West Bengal,MEDINIPUR WEST,2012,RABI,Masoor,46,40,0.04
West Bengal,COOCHBEHAR,2018,RABI,Urad,1950,1560,1.56
West Bengal,BIRBHUM,2011,KHARIF,Other Kharif pulses,321,140,0.14
West Bengal,MEDINIPUR WEST,2016,KHARIF,Other Kharif pulses,56,23,0.023
West Bengal,BANKURA,2017,SUMMER,Moong(Green Gram),5,7,0.007
West Bengal,NADIA,2009,ANNUAL,Dry chillies,5387,5709,5.709
West Bengal,JALPAIGURI,2012,KHARIF,Maize,3835,7721,7.721
West Bengal,MURSHIDABAD,2009,RABI,Moong(Green Gram),31,19,0.019
West Bengal,PURULIA,2016,KHARIF,Small millets,138,35,0.035
West Bengal,DINAJPUR UTTAR,2019,SUMMER,Moong(Green Gram),1177,911,0.911
West Bengal,MEDINIPUR WEST,2016,RABI,Wheat,4741,9373,9.373
West Bengal,MEDINIPUR WEST,2017,KHARIF,Other Kharif pulses,56,23,0.023
West Bengal,MURSHIDABAD,2019,RABI,Moong(Green Gram),42,57,0.057
West Bengal,BANKURA,2009,KHARIF,Soyabean,7,3,0.003
West Bengal,DARJEELING,2017,SUMMER,Moong(Green Gram),121,60,0.06
West Bengal,HOWRAH,2019,RABI,Masoor,21,16,0.016
West Bengal,NADIA,2015,SUMMER,Groundnut,2296,3926,3.926
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Sugarcane,447,49358,49.358
West Bengal,BIRBHUM,2013,ANNUAL,Sugarcane,1614,126447,126.447
West Bengal,BANKURA,2009,KHARIF,Urad,4,2,0.002
West Bengal,BARDHAMAN,2015,RABI,Gram,55,95,0.095
West Bengal,MEDINIPUR WEST,2012,SUMMER,Maize,354,867,0.867
West Bengal,24 PARAGANAS NORTH,2013,RABI,Peas & beans (Pulses),454,352,0.352
West Bengal,DARJEELING,2013,RABI,Linseed,86,15,0.015
West Bengal,PURULIA,2014,WINTER,Rice,265107,597845,597.845
West Bengal,JALPAIGURI,2017,WINTER,Rice,179979,383707,383.707
West Bengal,DINAJPUR UTTAR,2019,AUTUMN,Rice,954,1991,1.991
West Bengal,24 PARAGANAS NORTH,2009,SUMMER,Rice,89345,276187,276.187
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Cotton(lint),137,445,0.445
West Bengal,MEDINIPUR EAST,2015,KHARIF,Sannhamp,35,98,0.098
West Bengal,MALDAH,2019,RABI,Gram,2357,2213,2.213
West Bengal,DINAJPUR DAKSHIN,2014,SUMMER,Rice,35276,94451,94.451
West Bengal,JALPAIGURI,2010,RABI,Gram,64,48,0.048
West Bengal,BIRBHUM,2019,KHARIF,Urad,135,37,0.037
West Bengal,JALPAIGURI,2010,KHARIF,Urad,878,299,0.299
West Bengal,MEDINIPUR EAST,2018,SUMMER,Rice,139959,476928,476.928
West Bengal,MURSHIDABAD,2014,WINTER,Sesamum,273,153,0.153
West Bengal,MALDAH,2016,RABI,Peas & beans (Pulses),515,446,0.446
West Bengal,MALDAH,2017,RABI,Wheat,44953,125127,125.127
West Bengal,MALDAH,2013,RABI,Peas & beans (Pulses),383,268,0.268
West Bengal,BIRBHUM,2009,KHARIF,Urad,258,111,0.111
West Bengal,NADIA,2009,ANNUAL,Sesamum,16312,14252,14.252
West Bengal,MEDINIPUR EAST,2013,WINTER,Rice,231482,480112,480.112
West Bengal,DINAJPUR DAKSHIN,2012,KHARIF,Mesta,3212,39864,39.864
West Bengal,PURULIA,2019,AUTUMN,Jowar,25,8,0.008
West Bengal,PURULIA,2016,SUMMER,Sesamum,64,29,0.029
West Bengal,DINAJPUR DAKSHIN,2010,RABI,Masoor,91,28,0.028
West Bengal,MEDINIPUR EAST,2015,SUMMER,Sesamum,154,179,0.179
West Bengal,BIRBHUM,2009,RABI,Arhar/Tur,10,6,0.006
West Bengal,JALPAIGURI,2013,RABI,Peas & beans (Pulses),284,167,0.167
West Bengal,HOOGHLY,2017,KHARIF,Mesta,136,1699,1.699
West Bengal,MEDINIPUR WEST,2009,RABI,Arhar/Tur,654,381,0.381
West Bengal,MALDAH,2018,WINTER,Rice,135629,462095,462.095
West Bengal,DARJEELING,2016,RABI,Peas & beans (Pulses),109,81,0.081
West Bengal,24 PARAGANAS SOUTH,2013,SUMMER,Rice,70032,189306,189.306
West Bengal,BANKURA,2012,RABI,Groundnut,53,74,0.074
West Bengal,MALDAH,2012,ANNUAL,Arecanut,46,71,0.071
West Bengal,PURULIA,2011,RABI,Arhar/Tur,1234,1024,1.024
West Bengal,DINAJPUR UTTAR,2009,KHARIF,Ragi,658,1316,1.316
West Bengal,HOOGHLY,2010,SUMMER,Moong(Green Gram),25,10,0.01
West Bengal,BIRBHUM,2012,RABI,Peas & beans (Pulses),106,76,0.076
West Bengal,DARJEELING,2017,RABI,Rapeseed &Mustard,369,218,0.218
West Bengal,BARDHAMAN,2012,KHARIF,Other Kharif pulses,33,16,0.016
West Bengal,DINAJPUR DAKSHIN,2015,WINTER,Rice,151578,447713,447.713
West Bengal,24 PARAGANAS NORTH,2018,RABI,Urad,515,226,0.226
West Bengal,HOWRAH,2018,RABI,Rapeseed &Mustard,1249,1434,1.434
West Bengal,24 PARAGANAS NORTH,2017,RABI,Masoor,7834,5907,5.907
West Bengal,BANKURA,2009,RABI,Masoor,192,149,0.149
West Bengal,BIRBHUM,2016,RABI,Masoor,5803,3658,3.658
West Bengal,HOOGHLY,2018,RABI,Peas & beans (Pulses),183,259,0.259
West Bengal,BIRBHUM,2010,ANNUAL,Arecanut,22,26,0.026
West Bengal,PURULIA,2012,KHARIF,Sunflower,45,33,0.033
West Bengal,BARDHAMAN,2010,KHARIF,Sunflower,135,249,0.249
West Bengal,BANKURA,2014,KHARIF,Small millets,341,409,0.409
West Bengal,MEDINIPUR WEST,2016,AUTUMN,Groundnut,310,279,0.279
West Bengal,MURSHIDABAD,2018,RABI,Wheat,104316,288334,288.334
West Bengal,DARJEELING,2019,RABI,Khesari,10,10,0.01
West Bengal,MEDINIPUR EAST,2010,ANNUAL,Sesamum,669,977,0.977
West Bengal,BIRBHUM,2010,KHARIF,Sunflower,75,82,0.082
West Bengal,MEDINIPUR WEST,2017,RABI,Wheat,5877,11054,11.054
West Bengal,NADIA,2015,RABI,Maize,460,1205,1.205
West Bengal,PURULIA,2017,AUTUMN,Small millets,163,41,0.041
West Bengal,BIRBHUM,2017,RABI,Maize,61,58,0.058
West Bengal,MEDINIPUR EAST,2011,ANNUAL,Sesamum,863,1466,1.466
West Bengal,DARJEELING,2017,RABI,Potato,4953,89953,89.953
West Bengal,DARJEELING,2013,RABI,Urad,218,114,0.114
West Bengal,COOCHBEHAR,2016,SUMMER,Sesamum,147,81,0.081
West Bengal,BANKURA,2012,KHARIF,Jute,45,752,0.752
West Bengal,MALDAH,2016,RABI,Maize,5463,13576,13.576
West Bengal,NADIA,2016,KHARIF,Moong(Green Gram),55,38,0.038
West Bengal,BIRBHUM,2013,KHARIF,Other Kharif pulses,226,95,0.095
West Bengal,DINAJPUR UTTAR,2018,KHARIF,Jute,43818,586501,586.501
West Bengal,NADIA,2012,ANNUAL,Turmeric,698,1815,1.815
West Bengal,PURULIA,2013,ANNUAL,Tobacco,7,2,0.002
West Bengal,PURULIA,2012,AUTUMN,Sesamum,274,149,0.149
West Bengal,BARDHAMAN,2018,RABI,Barley,9,9,0.009
West Bengal,MALDAH,2019,AUTUMN,Groundnut,90,57,0.057
West Bengal,NADIA,2011,ANNUAL,Arecanut,365,1010,1.01
West Bengal,MURSHIDABAD,2016,SUMMER,Moong(Green Gram),227,142,0.142
West Bengal,MEDINIPUR EAST,2013,ANNUAL,Turmeric,1211,2996,2.996
West Bengal,24 PARAGANAS SOUTH,2012,RABI,Khesari,4579,3567,3.567
West Bengal,DINAJPUR DAKSHIN,2013,KHARIF,Dry ginger,137,278,0.278
West Bengal,DARJEELING,2012,SUMMER,Maize,305,512,0.512
West Bengal,COOCHBEHAR,2010,RABI,Arhar/Tur,13,11,0.011
West Bengal,DINAJPUR UTTAR,2014,SUMMER,Maize,17535,109155,109.155
West Bengal,JALPAIGURI,2016,SUMMER,Rice,16929,34497,34.497
West Bengal,BIRBHUM,2013,WINTER,Rice,307871,931728,931.728
West Bengal,HOOGHLY,2016,SUMMER,Rice,78128,248816,248.816
West Bengal,BIRBHUM,2014,RABI,Wheat,33672,89202,89.202
West Bengal,MEDINIPUR WEST,2011,KHARIF,Cotton(lint),291,2328,2.328
West Bengal,BANKURA,2012,ANNUAL,Potato,41900,941729,941.729
West Bengal,DINAJPUR UTTAR,2017,RABI,Masoor,285,150,0.15
West Bengal,DINAJPUR DAKSHIN,2009,ANNUAL,Dry chillies,2332,1732,1.732
West Bengal,MURSHIDABAD,2010,ANNUAL,Groundnut,277,418,0.418
West Bengal,MURSHIDABAD,2011,ANNUAL,Potato,10677,106745,106.745
West Bengal,BARDHAMAN,2012,RABI,Khesari,284,60,0.06
West Bengal,BARDHAMAN,2013,RABI,Rapeseed &Mustard,27097,19885,19.885
West Bengal,BARDHAMAN,2016,RABI,Masoor,1722,1332,1.332
West Bengal,DARJEELING,2012,SUMMER,Maize,305,512,0.512
West Bengal,JALPAIGURI,2016,SUMMER,Moong(Green Gram),199,142,0.142
West Bengal,MALDAH,2009,RABI,Peas & beans (Pulses),475,304,0.304
West Bengal,BARDHAMAN,2013,SUMMER,Maize,275,669,0.669
West Bengal,DINAJPUR UTTAR,2019,AUTUMN,Ragi,185,158,0.158
West Bengal,24 PARAGANAS NORTH,2016,SUMMER,Rice,71962,225593,225.593
West Bengal,MURSHIDABAD,2016,RABI,Gram,5178,4733,4.733
West Bengal,JALPAIGURI,2018,KHARIF,Niger seed,978,556,0.556
West Bengal,HOOGHLY,2019,ANNUAL,Sugarcane,830,149289,149.289
West Bengal,24 PARAGANAS NORTH,2019,RABI,Linseed,11,5,0.005
West Bengal,MURSHIDABAD,2013,RABI,Safflower,2,2,0.002
West Bengal,MEDINIPUR WEST,2019,KHARIF,Niger seed,71,34,0.034
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Potato,6619,113971,113.971
West Bengal,PURULIA,2018,KHARIF,Jute,11,215,0.215
West Bengal,JALPAIGURI,2013,RABI,Gram,65,56,0.056
West Bengal,MALDAH,2018,RABI,Wheat,44731,131682,131.682
West Bengal,MALDAH,2011,KHARIF,Jute,23209,341289,341.289
West Bengal,24 PARAGANAS NORTH,2019,RABI,Potato,9776,323514,323.514
West Bengal,COOCHBEHAR,2013,RABI,Peas & beans (Pulses),5,3,0.003
West Bengal,JALPAIGURI,2016,RABI,Small millets,25,13,0.013
West Bengal,NADIA,2013,WINTER,Sesamum,15,6,0.006
West Bengal,DINAJPUR DAKSHIN,2018,AUTUMN,Rice,891,1646,1.646
West Bengal,BANKURA,2013,KHARIF,Groundnut,109,118,0.118
West Bengal,MEDINIPUR EAST,2012,AUTUMN,Rice,15473,20190,20.19
West Bengal,PURULIA,2016,SUMMER,Rice,122,301,0.301
West Bengal,NADIA,2010,KHARIF,Dry ginger,130,148,0.148
West Bengal,24 PARAGANAS NORTH,2019,AUTUMN,Rice,15876,42913,42.913
West Bengal,JALPAIGURI,2018,RABI,Groundnut,998,1703,1.703
West Bengal,24 PARAGANAS SOUTH,2017,RABI,Peas & beans (Pulses),968,1138,1.138
West Bengal,JALPAIGURI,2014,RABI,Moong(Green Gram),238,126,0.126
West Bengal,MURSHIDABAD,2018,RABI,Rapeseed &Mustard,87179,95886,95.886
West Bengal,MALDAH,2011,RABI,Moong(Green Gram),85,27,0.027
West Bengal,PURULIA,2013,RABI,Groundnut,6,8,0.008
West Bengal,DINAJPUR UTTAR,2016,RABI,Maize,8920,54135,54.135
West Bengal,DINAJPUR UTTAR,2013,AUTUMN,Maize,2567,7239,7.239
West Bengal,MEDINIPUR EAST,2012,KHARIF,Garlic,348,3850,3.85
West Bengal,MURSHIDABAD,2009,ANNUAL,Dry chillies,5210,7450,7.45
West Bengal,MEDINIPUR WEST,2013,KHARIF,Other Kharif pulses,355,312,0.312
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Sugarcane,51,3466,3.466
West Bengal,NADIA,2015,RABI,Arhar/Tur,559,909,0.909
West Bengal,COOCHBEHAR,2011,KHARIF,Urad,2741,862,0.862
West Bengal,PURULIA,2014,AUTUMN,Maize,7270,9535,9.535
West Bengal,DINAJPUR DAKSHIN,2018,AUTUMN,Rice,891,1646,1.646
West Bengal,HOOGHLY,2012,SUMMER,Groundnut,8813,13325,13.325
West Bengal,JALPAIGURI,2009,SUMMER,Rice,19828,34114,34.114
West Bengal,BANKURA,2017,RABI,Groundnut,51,88,0.088
West Bengal,MALDAH,2014,RABI,Potato,4416,151832,151.832
West Bengal,MEDINIPUR EAST,2009,KHARIF,Urad,175,76,0.076
West Bengal,DARJEELING,2011,RABI,Linseed,109,19,0.019
West Bengal,DINAJPUR DAKSHIN,2011,RABI,Rapeseed &Mustard,23854,13065,13.065
West Bengal,NADIA,2015,ANNUAL,Tobacco,15,13,0.013
West Bengal,COOCHBEHAR,2011,ANNUAL,Groundnut,685,495,0.495
West Bengal,MEDINIPUR EAST,2015,KHARIF,Sunflower,156,171,0.171
West Bengal,BANKURA,2011,KHARIF,Cotton(lint),10,4,0.004
West Bengal,NADIA,2011,ANNUAL,Sugarcane,1081,77437,77.437
West Bengal,MALDAH,2010,KHARIF,Sunflower,331,235,0.235
West Bengal,24 PARAGANAS SOUTH,2015,KHARIF,Mesta,46,446,0.446
West Bengal,BANKURA,2019,SUMMER,Maize,148,474,0.474
West Bengal,BARDHAMAN,2018,RABI,Barley,9,9,0.009
West Bengal,MURSHIDABAD,2018,RABI,Potato,13191,298857,298.857
West Bengal,JALPAIGURI,2019,RABI,Wheat,16823,37758,37.758
West Bengal,JALPAIGURI,2013,WINTER,Sesamum,110,66,0.066
West Bengal,HOWRAH,2015,WINTER,Rice,73401,166483,166.483
West Bengal,JALPAIGURI,2013,AUTUMN,Sesamum,76,46,0.046
West Bengal,24 PARAGANAS SOUTH,2015,RABI,Rapeseed &Mustard,2834,5901,5.901
West Bengal,MALDAH,2010,KHARIF,Jute,22153,298134,298.134
West Bengal,DARJEELING,2009,RABI,Rapeseed &Mustard,85,23,0.023
West Bengal,NADIA,2018,KHARIF,Jute,120155,2087718,2087.718
West Bengal,MURSHIDABAD,2016,RABI,Masoor,14652,12174,12.174
West Bengal,NADIA,2010,RABI,Khesari,1609,1234,1.234
West Bengal,JALPAIGURI,2009,RABI,Urad,728,498,0.498
West Bengal,DARJEELING,2014,RABI,Khesari,4,4,0.004
West Bengal,BIRBHUM,2014,RABI,Khesari,798,66,0.066
West Bengal,PURULIA,2017,RABI,Potato,913,17203,17.203
West Bengal,COOCHBEHAR,2011,ANNUAL,Arecanut,16000,92000,92
West Bengal,PURULIA,2010,WINTER,Rice,264150,524587,524.587
West Bengal,MURSHIDABAD,2014,KHARIF,Sunflower,70,49,0.049
West Bengal,MEDINIPUR WEST,2009,KHARIF,Jute,5473,72470,72.47
West Bengal,COOCHBEHAR,2014,RABI,Potato,27877,845019,845.019
West Bengal,BANKURA,2014,AUTUMN,Rice,13467,40636,40.636
West Bengal,HOOGHLY,2017,SUMMER,Maize,220,443,0.443
West Bengal,NADIA,2011,SUMMER,Moong(Green Gram),591,221,0.221
West Bengal,MEDINIPUR WEST,2012,KHARIF,Other Kharif pulses,395,336,0.336
West Bengal,MURSHIDABAD,2019,RABI,Peas & beans (Pulses),2294,4157,4.157
West Bengal,MALDAH,2013,ANNUAL,Sugarcane,2288,242726,242.726
West Bengal,PURULIA,2009,RABI,Horse-gram,959,395,0.395
West Bengal,BARDHAMAN,2013,KHARIF,Sunflower,113,170,0.17
West Bengal,PURULIA,2019,RABI,Horse-gram,660,332,0.332
West Bengal,HOWRAH,2013,KHARIF,Jute,3502,52946,52.946
West Bengal,HOOGHLY,2010,RABI,Moong(Green Gram),75,59,0.059
West Bengal,PURULIA,2011,RABI,Urad,129,74,0.074
West Bengal,BANKURA,2018,RABI,Groundnut,88,149,0.149
West Bengal,24 PARAGANAS NORTH,2015,RABI,Potato,9164,331334,331.334
West Bengal,MURSHIDABAD,2018,AUTUMN,Rice,11617,30039,30.039
West Bengal,BARDHAMAN,2018,RABI,Maize,293,665,0.665
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Jute,60388,1118763,1118.763
West Bengal,MALDAH,2019,RABI,Moong(Green Gram),816,269,0.269
West Bengal,NADIA,2019,RABI,Rapeseed &Mustard,78893,96032,96.032
West Bengal,BARDHAMAN,2012,ANNUAL,Turmeric,291,672,0.672
West Bengal,MURSHIDABAD,2018,AUTUMN,Sesamum,129,163,0.163
West Bengal,BARDHAMAN,2018,RABI,Arhar/Tur,76,95,0.095
West Bengal,MEDINIPUR WEST,2014,KHARIF,Niger seed,75,34,0.034
West Bengal,HOOGHLY,2014,AUTUMN,Rice,6265,19288,19.288
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Maize,245,511,0.511
West Bengal,BANKURA,2014,RABI,Maize,26,83,0.083
West Bengal,NADIA,2009,AUTUMN,Rice,56617,123805,123.805
West Bengal,PURULIA,2011,RABI,Masoor,23,14,0.014
West Bengal,MEDINIPUR EAST,2017,SUMMER,Rice,135070,447040,447.04
West Bengal,MALDAH,2010,KHARIF,Niger seed,32,8,0.008
West Bengal,JALPAIGURI,2013,RABI,Groundnut,1069,1688,1.688
West Bengal,BANKURA,2011,KHARIF,Urad,2,1,0.001
West Bengal,MEDINIPUR EAST,2011,RABI,Wheat,523,1215,1.215
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Dry ginger,295,374,0.374
West Bengal,BANKURA,2016,SUMMER,Rice,42505,104441,104.441
West Bengal,MEDINIPUR WEST,2013,KHARIF,Castor seed,60,37,0.037
West Bengal,COOCHBEHAR,2019,ANNUAL,Tobacco,13437,22780,22.78
West Bengal,BARDHAMAN,2015,RABI,Potato,53049,1997053,1997.053
West Bengal,MEDINIPUR WEST,2014,RABI,Moong(Green Gram),829,573,0.573
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Cotton(lint),137,445,0.445
West Bengal,DINAJPUR DAKSHIN,2017,SUMMER,Rice,21908,68722,68.722
West Bengal,MURSHIDABAD,2017,KHARIF,Mesta,736,8773,8.773
West Bengal,HOWRAH,2016,SUMMER,Sesamum,1985,2544,2.544
West Bengal,BIRBHUM,2017,SUMMER,Maize,31,50,0.05
West Bengal,BARDHAMAN,2012,KHARIF,Other Kharif pulses,33,16,0.016
West Bengal,HOOGHLY,2013,WINTER,Rice,192915,556159,556.159
West Bengal,DINAJPUR DAKSHIN,2014,RABI,Masoor,141,70,0.07
West Bengal,BARDHAMAN,2011,ANNUAL,Sannhamp,47,334,0.334
West Bengal,NADIA,2012,KHARIF,Dry ginger,198,255,0.255
West Bengal,24 PARAGANAS SOUTH,2010,SUMMER,Moong(Green Gram),4844,1482,1.482
West Bengal,MEDINIPUR EAST,2010,KHARIF,Dry ginger,1150,1814,1.814
West Bengal,MURSHIDABAD,2016,RABI,Groundnut,238,764,0.764
West Bengal,HOWRAH,2014,RABI,Groundnut,570,855,0.855
West Bengal,DINAJPUR UTTAR,2014,RABI,Safflower,27,19,0.019
West Bengal,24 PARAGANAS NORTH,2017,KHARIF,Cotton(lint),76,205,0.205
West Bengal,BANKURA,2015,KHARIF,Horse-gram,46,27,0.027
West Bengal,DARJEELING,2018,SUMMER,Rice,1638,3354,3.354
West Bengal,JALPAIGURI,2019,RABI,Maize,615,2731,2.731
West Bengal,COOCHBEHAR,2011,KHARIF,Urad,2741,862,0.862
West Bengal,24 PARAGANAS SOUTH,2019,KHARIF,Jute,527,10997,10.997
West Bengal,HOOGHLY,2017,RABI,Groundnut,500,769,0.769
West Bengal,COOCHBEHAR,2017,RABI,Wheat,10596,25908,25.908
West Bengal,24 PARAGANAS NORTH,2016,SUMMER,Maize,124,330,0.33
West Bengal,MURSHIDABAD,2010,KHARIF,Moong(Green Gram),12,10,0.01
West Bengal,MALDAH,2011,ANNUAL,Groundnut,887,710,0.71
West Bengal,MEDINIPUR WEST,2019,ANNUAL,Sugarcane,4390,789614,789.614
West Bengal,MALDAH,2019,AUTUMN,Maize,4671,17399,17.399
West Bengal,BANKURA,2012,RABI,Moong(Green Gram),42,24,0.024
West Bengal,MEDINIPUR EAST,2019,KHARIF,Sunflower,356,635,0.635
West Bengal,BIRBHUM,2009,KHARIF,Jute,391,6960,6.96
West Bengal,DINAJPUR UTTAR,2013,WINTER,Rice,188201,404069,404.069
West Bengal,PURULIA,2016,RABI,Wheat,1880,4206,4.206
West Bengal,24 PARAGANAS SOUTH,2016,RABI,Rapeseed &Mustard,5035,2709,2.709
West Bengal,JALPAIGURI,2009,ANNUAL,Dry chillies,5442,5893,5.893
West Bengal,BANKURA,2014,WINTER,Sesamum,121,76,0.076
West Bengal,DINAJPUR UTTAR,2010,RABI,Safflower,54,32,0.032
West Bengal,JALPAIGURI,2018,RABI,Khesari,442,379,0.379
West Bengal,COOCHBEHAR,2018,ANNUAL,Tobacco,11770,21310,21.31
West Bengal,BIRBHUM,2009,KHARIF,Dry ginger,294,619,0.619
West Bengal,BARDHAMAN,2019,RABI,Maize,286,647,0.647
West Bengal,BARDHAMAN,2010,KHARIF,Urad,157,154,0.154
West Bengal,COOCHBEHAR,2012,WINTER,Rice,230836,354548,354.548
West Bengal,DARJEELING,2010,SUMMER,Moong(Green Gram),116,18,0.018
West Bengal,BIRBHUM,2013,KHARIF,Sannhamp,105,504,0.504
West Bengal,MALDAH,2017,AUTUMN,Maize,4199,14968,14.968
West Bengal,JALPAIGURI,2018,SUMMER,Rice,20126,44767,44.767
West Bengal,BARDHAMAN,2017,RABI,Rapeseed &Mustard,21844,25507,25.507
West Bengal,MEDINIPUR WEST,2010,RABI,Peas & beans (Pulses),26,33,0.033
West Bengal,24 PARAGANAS SOUTH,2013,AUTUMN,Rice,4374,9064,9.064
West Bengal,DINAJPUR DAKSHIN,2015,RABI,Rapeseed &Mustard,21379,21381,21.381
West Bengal,MEDINIPUR WEST,2013,WINTER,Sesamum,25,17,0.017
West Bengal,JALPAIGURI,2019,ANNUAL,Tobacco,627,931,0.931
West Bengal,PURULIA,2018,RABI,Gram,199,250,0.25
West Bengal,PURULIA,2018,RABI,Groundnut,22,19,0.019
West Bengal,DARJEELING,2019,KHARIF,Moong(Green Gram),30,22,0.022
West Bengal,BARDHAMAN,2012,KHARIF,Garlic,50,580,0.58
West Bengal,DINAJPUR UTTAR,2011,KHARIF,Ragi,1410,1161,1.161
West Bengal,MALDAH,2015,RABI,Wheat,47566,143989,143.989
West Bengal,24 PARAGANAS SOUTH,2019,RABI,Linseed,208,100,0.1
West Bengal,NADIA,2013,RABI,Peas & beans (Pulses),4495,3635,3.635
West Bengal,JALPAIGURI,2019,RABI,Linseed,707,207,0.207
West Bengal,PURULIA,2013,KHARIF,Small millets,221,49,0.049
West Bengal,NADIA,2012,AUTUMN,Sesamum,20,10,0.01
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Groundnut,458,455,0.455
West Bengal,COOCHBEHAR,2012,RABI,Linseed,953,288,0.288
West Bengal,PURULIA,2017,RABI,Rapeseed &Mustard,820,571,0.571
West Bengal,MURSHIDABAD,2017,AUTUMN,Maize,518,1210,1.21
West Bengal,MURSHIDABAD,2018,RABI,Maize,4072,18601,18.601
West Bengal,BIRBHUM,2013,ANNUAL,Turmeric,366,495,0.495
West Bengal,DINAJPUR DAKSHIN,2012,ANNUAL,Potato,3884,92451,92.451
West Bengal,BIRBHUM,2015,KHARIF,Horse-gram,153,62,0.062
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Sugarcane,503,38390,38.39
West Bengal,JALPAIGURI,2014,KHARIF,Niger seed,1484,904,0.904
West Bengal,HOWRAH,2016,WINTER,Rice,65000,93485,93.485
West Bengal,PURULIA,2014,RABI,Arhar/Tur,107,73,0.073
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Dry ginger,270,645,0.645
West Bengal,MEDINIPUR WEST,2010,KHARIF,Jute,5209,74916,74.916
West Bengal,NADIA,2019,SUMMER,Rice,98286,374824,374.824
West Bengal,BIRBHUM,2018,RABI,Maize,9,8,0.008
West Bengal,NADIA,2019,RABI,Arhar/Tur,307,528,0.528
West Bengal,24 PARAGANAS SOUTH,2015,AUTUMN,Maize,53,134,0.134
West Bengal,DINAJPUR UTTAR,2016,WINTER,Sesamum,118,67,0.067
West Bengal,DINAJPUR DAKSHIN,2016,WINTER,Rice,149572,374181,374.181
West Bengal,MURSHIDABAD,2015,WINTER,Rice,170696,439287,439.287
West Bengal,BIRBHUM,2012,RABI,Linseed,320,48,0.048
West Bengal,BARDHAMAN,2014,RABI,Safflower,2,1,0.001
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Sesamum,9343,9526,9.526
West Bengal,MALDAH,2019,WINTER,Sesamum,56,27,0.027
West Bengal,MEDINIPUR WEST,2010,SUMMER,Moong(Green Gram),2735,1107,1.107
West Bengal,BANKURA,2014,SUMMER,Sesamum,21513,12325,12.325
West Bengal,JALPAIGURI,2011,ANNUAL,Arecanut,2775,6299,6.299
West Bengal,24 PARAGANAS SOUTH,2018,RABI,Gram,646,719,0.719
West Bengal,MURSHIDABAD,2017,AUTUMN,Maize,518,1210,1.21
West Bengal,NADIA,2019,RABI,Masoor,24135,22485,22.485
West Bengal,BIRBHUM,2017,RABI,Groundnut,14,20,0.02
West Bengal,HOWRAH,2011,ANNUAL,Turmeric,113,255,0.255
West Bengal,BANKURA,2015,KHARIF,Small millets,59,42,0.042
West Bengal,MALDAH,2013,ANNUAL,Dry chillies,2527,2765,2.765
West Bengal,HOOGHLY,2019,ANNUAL,Sugarcane,830,149289,149.289
West Bengal,BIRBHUM,2012,WINTER,Rice,314944,958708,958.708
West Bengal,COOCHBEHAR,2009,WINTER,Rice,216497,366064,366.064
West Bengal,COOCHBEHAR,2019,KHARIF,Jute,72734,1003106,1003.106
West Bengal,HOOGHLY,2012,RABI,Wheat,376,822,0.822
West Bengal,COOCHBEHAR,2013,KHARIF,Small millets,725,551,0.551
West Bengal,DARJEELING,2016,SUMMER,Sesamum,79,43,0.043
West Bengal,BIRBHUM,2011,ANNUAL,Sannhamp,147,735,0.735
